BU SCND;PRDH_StatisticGroupDescription;Product Number ACDC;Product SCND;Product Number 10 ACDC;From Location SCND;HS Codes in ACDC;Cluster NAME
VM-ESP;ESP Components;1263414857;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263414857;SFS Group Schweiz AG;7318151090;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ESP Components;1260206826;P00268 - Electronic Stability Program (ESP);1260206826;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-EPS;Others Assembly/Single part;0770020031;ER - EPS dp;0770020031;T.A. AMERICA CORPORATION;98020019;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-NBS; ;1260685811;P01893 - IPB;1260685811;FIT Voltaira Europe GmbH;8536901100;tbd
VM-VDS;LWS7_Evo;F0C12B2151;P00244 - DF;F0C12B2151;MOLEX LLC;85389099;HOUSING SENSOR & other small
VM-CVS;Others Assembly/Single part;0770050356;CS - Hydr. Steering;0770050356;EWALD DENKER GMBH;7318240000;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-EPS;Car steer Assembly/Single part;4532017866;ER - EPS dp;4532017866;Plant Queretaro;8708947550;STEERING SHAFT
VM-ESP;PE9 (Pump Element);1267090913;P00268 - Electronic Stability Program (ESP);1267090913;Warehouse Tochigi;8413910000;PUMP ELEMENT
VM-EPS;Car steer Assembly/Single part;4532016890;ER - EPS dp;4532016890;Reich LLC;87089412;PINION
VM-ATC;Miscellaneous Other Actuation;02042A2423;P00870 - Conventional Actuation;02042A2423;ContiTech Vibration Control France;4016939000;SEAL
VM-ESP;PE9 (Pump Element);1267090902;P00268 - Electronic Stability Program (ESP);1267090902;Warehouse Tochigi;8413910000;PUMP ELEMENT
VM-ESP;MV_HSx (Magnet Valve);1267699802;P00268 - Electronic Stability Program (ESP);1267699802;Warehouse Tochigi;84818090;SOLENOID VALVE
VM-ESP;ESP Components;1264616823;P00268 - Electronic Stability Program (ESP);1264616823;SCHERDEL GmbH;7320209000;SPRING
VM-ATC;Miscellaneous Other Actuation;F01G16204M;P00870 - Conventional Actuation;F01G16204M;OCHIAI CO., LTD.;73199000;RESERVOIR CAP
VM-ESP;ESP Components;1263414857;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263414857;SFS Group Schweiz AG;7318151090;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;PS8E (Pressure Sensor);1267030874;P00268 - Electronic Stability Program (ESP);1267030874;Plant Blaichach;9026209090;SENSOR
VM-ATC; ;0204255186;P00870 - Conventional Actuation;0204255186;RPK SOCIEDAD COOPERATIVA;7320209000;SPRING
VM-EPS;Car steer Assembly/Single part;7802030343;ER - EPS dp;7802030343;Plant Florence;98020019;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-NBS;IPB2.0;0204864U4W;P01893 - IPB;0204864U4W;BAUD POLSKA SP. Z O. O.;8708309990;CLEVIS
VM-VDS;DF Components;F00C1T0061;P00244 - DF;F00C1T0061;YAZAKI NORTH AMERICA INC;85369099;CLIP & CLAMP
VM-ESP;TCS Components;1903230509;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1903230509;KGM Kugelfabrik GmbH & Co. KG;8482910000;BALL
VM-ESP;ESP Components;1260098863;P00268 - Electronic Stability Program (ESP);1260098863;HERMA GmbH;3919909090;ADHESIVE FILM, LABEL, STICKER
VM-ESP;TCS Components;1903230509;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1903230509;KGM Kugelfabrik GmbH & Co. KG;8482910000;BALL
VM-VDS;DF Components;F00C1C8892;P00244 - DF;F00C1C8892;Warehouse Tochigi;8708999900;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;MV_ICx (Magnet Valve);1267695813;P00268 - Electronic Stability Program (ESP);1267695813;Warehouse Tochigi;84818090;SOLENOID VALVE
VM-ESP;TCS Components;1260450826;P00268 - Electronic Stability Program (ESP);1260450826;Plant Blaichach;8481901000;VALVE SLEEVE/BEARING
VM-ESP;ABS Components;1263121880;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263121880;Heinz Haenggi Swiss Stamping;8481901000;VALVE BODY
VM-ESP;ESP Components;1267040814;P00268 - Electronic Stability Program (ESP);1267040814;Fujita Rashi Kougyou Co. Ltd.;4016999090;DAMPER
VM-CVS;SERVOCOM 8095 - MS Truck steerings - Ass;8095037107;CS - Hydr. Steering;8095037107;Seeger-Orbis GmbH;7318240000;RETAINING RING
VM-ESP;ESP Components;1264210842;P00268 - Electronic Stability Program (ESP);1264210842;Plant Charleston;85045091;MAGNET
VM-ESP;ESP Components;1264611856;P00268 - Electronic Stability Program (ESP);1264611856;SCHERDEL GmbH;99030133;SPRING
VM-ESP;PS10 (Pressure Sensor);1267030880;P00268 - Electronic Stability Program (ESP);1267030880;Plant Blaichach;9026209090;SENSOR
VM-NBS;Miscellaneous Other Actuation;0204254243;P00110 - Electrical Actuation;0204254243;Kgm Kugelfabrik Gmbh & Co. Kg;8482910000;BALL
VM-ESP;MV_OSx (Magnet Valve);1267691801;P00268 - Electronic Stability Program (ESP);1267691801;Warehouse Tochigi;84818090;SOLENOID VALVE
VM-NBS; ;0204841567;P00110 - Electrical Actuation;0204841567;SFS Group Schweiz AG;8708309990;ROD
VM-VDS;DF Components;F00C1T8769;P00244 - DF;F00C1T8769;J.N.EBERLE;8543909000;BUSHING
VM-ESP;TCS Components;1903230509;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1903230509;KGM Kugelfabrik GmbH & Co. KG;8482910000;BALL
VM-ESP;ESP Components;1260526860;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260526860;SCHERDEL Wiesauplast Deutschland;8708309990;PISTON
VM-ESP;ESP Components;1267040814;P00268 - Electronic Stability Program (ESP);1267040814;Fujita Rashi Kougyou Co. Ltd.;4016999090;DAMPER
VM-NBS;iBooster Gen2 parts;5000000534;P00110 - Electrical Actuation;5000000534;RAMPF Advanced Polymers GmbH & Co.;3909500000;ADHESIVE Misc. (RAKU, LOCT, DELO)
VM-ESP;ESP Components;1265149R21;P00268 - Electronic Stability Program (ESP);1265149R21;Kaiser Aluminum;"7604291090; 99038502; 99038502";EXTRUDED PROFILE ALU
VM-EPS;Car steer Assembly/Single part;7802340392;ER - EPS p;7802340392;MAX BAERMANN GMBH;99030128;MAGNET
VM-ESP;ESP Components;1264210841;P00268 - Electronic Stability Program (ESP);1264210841;Plant Blaichach;85059000;COIL
VM-ATC;Miscellaneous Other Actuation;0204332267;P00870 - Conventional Actuation;0204332267;ROGERS FOAM CORP;39269099;GASKET
VM-ESP;ESP Components;2260522004;P00268 - Electronic Stability Program (ESP);2260522004;MAHLE Electric Drives Bovec d.o.o.;39235090;PROTECTION CAP / SLEEVE
VM-ESP;ABS Components;1260450838;P00268 - Electronic Stability Program (ESP);1260450838;NISSIN KOGYO CO.,LTD;8481901000;PROTECTION CAP / SLEEVE
VM-ESP;ESP Components;1267040815;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1267040815;Fujita Rashi Kougyou Co. Ltd.;4016999090;DAMPER
VM-ATC;Miscellaneous Other Actuation;02042A2574;P00870 - Conventional Actuation;02042A2574;TRO Manufacturing Co., Inc.;87083099;CLEVIS
VM-VDS; ;1277340672;P00247 - Low Pressure Sensors;1277340672;Plant Reutlingen;90262000;SENSOR
VM-ATC;Reservoir;0204829896;P00870 - Conventional Actuation;0204829896;Datwyler Sealing Solutions USA Inc.;87083099;RESERVOIR CAP
VM-EPS;Car steer Assembly/Single part;7820335140;ER - EPS apa;7820335140;Wilhelm Kaechele Gmbh;4016995500;DAMPING RING
VM-ATC;Miscellaneous Other Actuation;0204254358;P00870 - Conventional Actuation;0204254358;DOMENY TOOL AND STAMPING COMPANY;73261999;CLIP & CLAMP
VM-ESP;RVR (Return Valve);1267410813;P00268 - Electronic Stability Program (ESP);1267410813;Warehouse Tochigi;8481300000;CONTROL / CENTERING / FLOW-LIMITING / NON-RETURN  VALVE
VM-ESP;ESP Components;1264210842;P00268 - Electronic Stability Program (ESP);1264210842;Plant Charleston;85045091;MAGNET
VM-NBS;LIPS-PB;1264500113;P01893 - IPB;1264500113;Plant Blaichach;8543709990;SENSOR
VM-ESP;ESP Components;1263414857;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263414857;SFS Group Schweiz AG;7318151090;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;TCS Components;1260526863;P00268 - Electronic Stability Program (ESP);1260526863;TRANS-MATIC MANUFACTURING;8708309990;SEALING CAP
VM-ESP;ESP Components;1260526877;P00268 - Electronic Stability Program (ESP);1260526877;Leibold & Amann GmbH u. Co. KG;8708309990;PISTON
VM-ESP;TCS Components;1903230509;P00268 - Electronic Stability Program (ESP);1903230509;KRS - SEIGERT GmbH;99030125;BALL
VM-ESP;ESP Components;1260290829;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260290829;Parker Hannifin GmbH;4016935010;SEAL
VM-EPS;Car steer Assembly/Single part;4532003566;ER - EPS dp;4532003566;Rongtai Industrial Development Leon;99039406;HOUSING
VM-NBS;IPB1.0;0204844373;P01893 - IPB;0204844373;EUSCHER GMBH & CO KG;7318210090;WASHER
VM-VDS;DF Components;F00C1T8915;P00244 - DF;F00C1T8915;Parker Hannifin GmbH;4016931000;O-RING
VM-ESP;HEV_X_Piston;1267410069;P00268 - Electronic Stability Program (ESP);1267410069;Rochling Precision Components AG;8708309990;PISTON
VM-ESP;ESP Components;1267040815;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1267040815;Richard Bergner;4016999090;DAMPER
VM-NBS;IPB1.0;1267500023;P01893 - IPB;1267500023;Keller and Kalmbach GmbH & Co. KG;7307990000;SCREW PLUG GROMMET
VM-EPS;Car steer Assembly/Single part;4597000381;ER - EPS dp;4597000381;BOCAR SA DE CV;8708947550;HOUSING
VM-EPS;Car steer Assembly/Single part;7805002386;ER - EPS dp;7805002386;PMC Smart Solutions LLC;87089412;COVER OTHERs
VM-ATC;Miscellaneous Other Actuation;02042C2990;P00870 - Conventional Actuation;02042C2990;METAL SEAL PRECISION LTD;87083099;PISTON
VM-ESP;PS8E (Pressure Sensor);1267030874;P00268 - Electronic Stability Program (ESP);1267030874;Plant Blaichach;"9026209090;9026209090";SENSOR
VM-ESP;ESP Components;1267040815;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1267040815;Fujita Rashi Kougyou Co. Ltd.;4016999090;DAMPER
VM-ESP;TCS Components;1903230509;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1903230509;KGM Kugelfabrik GmbH & Co. KG;8482910000;BALL
VM-ATC;Other Actuation Parts;0204254984;P00870 - Conventional Actuation;0204254984;Plant Aguascalientes;4016935010;O-RING
VM-ESP;PE9 (Pump Element);1267090904;P00268 - Electronic Stability Program (ESP);1267090904;Warehouse Tochigi;8413910000;PUMP ELEMENT
VM-ATC;Other Actuation Parts;F01G1610J5;P00870 - Conventional Actuation;F01G1610J5;FUKOKU Co., LTD;40169390;DIAPHRAGM
VM-ESP;ABS Components;1264611869;P00268 - Electronic Stability Program (ESP);1264611869;KERN LIEBERS MEXICO SA DE CV;7320205060;SPRING
VM-CVS;Others Assembly/Single part;0770069730;CS - Hydr. Steering;0770069730;Hugo Benzing GmbH & Co. KG;7318240000;RETAINING RING
VM-ATC;Miscellaneous Other Actuation;0204258667;P00870 - Conventional Actuation;0204258667;R & L SPRING COMPANY;73202005;SPRING
VM-ESP;RPM (Rotor Position Magnet);1267031878;P00268 - Electronic Stability Program (ESP);1267031878;Plant Blaichach;"9031900090;9031900090";VALVE SLEEVE/BEARING
VM-EPS;Car steer Assembly/Single part;4532011800;ER - EPS dp;4532011800;TEKNIA TEPEJI SA DE CV;99030127;HOUSING SERVO
VM-EPS;EPSdp_Rack_9EZ_LHD_icon;4532006297;ER - EPS dp;4532006297;Plant Florence;87089412;TOOTHED RACK
VM-ATC;ACTUATION OTH.P.;0204254984;P00870 - Conventional Actuation;0204254984;Plant Aguascalientes;4016935010;O-RING
VM-EPS;Car steer Assembly/Single part;4532006305;ER - EPS dp;4532006305;Plant Florence;87089412;PINION
VM-ESP;ESP Components;0265956234;P00268 - Electronic Stability Program (ESP);0265956234;Plant Ansbach;8708309990;ECU
VM-VDS;DF Components;F00C1T8788;P00244 - DF;F00C1T8788;J.N.EBERLE;8543909000;BUSHING
VM-ATC;Miscellaneous Other Actuation;0204848751;P00870 - Conventional Actuation;0204848751;VICO PRODUCTS;87083099;PUSH ROD BASE
VM-VDS;DF Components;F00C1P3060;P00244 - DF;F00C1P3060;Bangkok Taiyo Springs Co.,Ltd.;8708999900;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-EPS;Car steer Assembly/Single part;4532024588;ER - EPS dp;4532024588;IMS Gear Georgia LLC;87089412;PINION
VM-NBS;Reservoir;0204841844;P00110 - Electrical Actuation;0204841844;Teknia Rzeszow Sp z o.o.;8708309990;RESERVOIR CAP
VM-NBS;iBooster Gen2 Power Pack;0204843713;P00110 - Electrical Actuation;0204843713;R.E.T. Reutlinger Elastomer;3926909090;SEAL
VM-ESP;TCS Components;1264611823;P00268 - Electronic Stability Program (ESP);1264611823;Raithel + Co. GmbH;7320209000;SPRING
VM-VDS;DF Components;F00C1D3520;P00244 - DF;F00C1D3520;Meku Mechatronische Systeme GmbH;8536901100;tbd
VM-ATC;Miscellaneous Other Actuation;0204808566;P00870 - Conventional Actuation;0204808566;HAMLIN TOOL & MACHINE COMPANYINC;87083099;PLATE/DISC
VM-ESP;ABS Components;1260324814;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260324814;Horst Scholz GmbH + Co. KG;99030133;BUSHING
VM-ESP;RVR (Return Valve);1267410813;P00268 - Electronic Stability Program (ESP);1267410813;Warehouse Tochigi;8481300000;CONTROL / CENTERING / FLOW-LIMITING / NON-RETURN  VALVE
VM-VDS;DF Components;F0C12B2016;P00244 - DF;F0C12B2016;Sumitomo Wiring Systems USA Inc.;85389001;HOUSING SENSOR & other small
VM-EPS;Car steer Assembly/Single part;4532016890;ER - EPS dp;4532016890;Reich LLC;87089412;PINION
VM-VDS;DF Components;8909007010;P00244 - DF;8909007010;NXP Semiconductors Netherlands B.V. (manuell angepasst);90319000;RESISTORS DIODES CRYSTALS CAPACITORS
VM-ESP;TWS Components;1265149R37;P00257 - Two Wheeler Safety (TWS);1265149R37;Jiangsu Asia-Pacific Light Alloy;76042990;EXTRUDED PROFILE ALU
VM-VDS;DF Components;F0C12K1062;P00244 - DF;F0C12K1062;WAC LLC;83023091;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-EPS;EPSapa_Rack_9EZ_LHD_icon;4532024711;ER - EPS apa;4532024711;Plant Florence;87089412;TOOTHED RACK
VM-NBS;Miscellaneous Other Actuation;0204223205;P00110 - Electrical Actuation;0204223205;Ochiai Co., Ltd.;7318240000;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-EPS;Car steer Assembly/Single part;4597001003;ER - EPS apa;4597001003;TEKNIA TEPEJI SA DE CV;99039405;COVER GEAR
VM-NBS;Reservoir;0204841844;P00110 - Electrical Actuation;0204841844;Teknia Rzeszow Sp z o.o.;8708309990;RESERVOIR CAP
VM-EPS;Car steer Assembly/Single part;7805053712;ER - EPS dp;7805053712;Reich LLC;87089412;PINION
VM-EPS;Car steer Assembly/Single part;8003506157;ER - EPS apa;8003506157;Global PMX CO., LTD;8708947550;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;HEV_X_Piston;1267410069;P00268 - Electronic Stability Program (ESP);1267410069;Rochling Precision Components AG;8708309990;PISTON
VM-VDS;DF Components;F00C1S8103;P00244 - DF;F00C1S8103;ARNOLD UMFORMTECHNIK GMBH & CO KG;7318151090;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ATC;Miscellaneous Other Actuation;0204255258;P00870 - Conventional Actuation;0204255258;INDUSTRIAS GOL, S.A.U.;7318151090;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ESP Components;1903230010;P00268 - Electronic Stability Program (ESP);1903230010;KGM Kugelfabrik GmbH & Co. KG;8482910000;BALL
VM-NBS;IPB1.0;0204824802;P01893 - IPB;0204824802;ARNOLD UMFORMTECHNIK GMBH & CO KG;7318151001;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-EPS;Car steer Valve;4532043874;ER - EPS apa;4532043874;Plant Queretaro;8501524000;ELECTRIC SERVODRIVE
VM-ATC;Painted Shells;02042D2576;P00870 - Conventional Actuation;02042D2576;TRO Manufacturing Co., Inc.;87083099;FRONT/REAR SHELL
VM-ATC;Miscellaneous Other Actuation;0204282198;P00870 - Conventional Actuation;0204282198;CAMCAR-BELVIDERE;73181599;ROD
VM-ESP;ESP Components;1260206826;P00268 - Electronic Stability Program (ESP);1260206826;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-EPS;Car steer Assembly/Single part;7831040348;ER - EPS dp;7831040348;Plant Florence;73261999;CLIP & CLAMP
VM-EPS;Car steer Assembly/Single part;0770028175;ER - EPS dp;0770028175;Dichtungstechnik Wallstabe &;4016931010;O-RING
VM-CVS;Others Assembly/Single part;0770050026;CS - Hydr. Steering;0770050026;EWALD DENKER GMBH;7318240000;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-EPS;Car steer Assembly/Single part;4532027210;ER - EPS dp;4532027210;Anhui Zhongding Rubber-Plastic;8708947550;BOOT
VM-ESP;ABS Components;1267431868;P00268 - Electronic Stability Program (ESP);1267431868;Weppler Filter GmbH;8481901000;FILTER
VM-ESP;PS8E (Pressure Sensor);1267030874;P00268 - Electronic Stability Program (ESP);1267030874;Plant Blaichach;9026209090;SENSOR
VM-CVS;Others Assembly/Single part;0631311009;CS - Hydr. Steering;0631311009;Kerb-Konus-Gesellschaft;7318230000;tbd
VM-ESP;ESP Components;1260206825;P00268 - Electronic Stability Program (ESP);1260206825;Saint-Gobain Performance Plastics;8708309990;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ATC;Miscellaneous Other Actuation;F02B351145;P00870 - Conventional Actuation;F02B351145;PAVER SL;83017000;KEY
VM-ATC; ;0204851918;P00870 - Conventional Actuation;0204851918;WISCONSIN METAL PRODUCTS COMPANY;87083099;FRONT/REAR SHELL
VM-VDS;DF Components;F0C12B2065;P00244 - DF;F0C12B2065;MOLEX LLC;85389001;HOUSING SENSOR & other small
VM-ESP;ESP Components;0265957433;P00268 - Electronic Stability Program (ESP);0265957433;Plant Ansbach;8412909015;ECU
VM-ATC;Miscellaneous Other Actuation;F01G1620DP;P00870 - Conventional Actuation;F01G1620DP;Ochiai Co., Ltd.;7318240000;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;RVR (Return Valve);1267410813;P00268 - Electronic Stability Program (ESP);1267410813;Warehouse Tochigi;8481300000;CONTROL / CENTERING / FLOW-LIMITING / NON-RETURN  VALVE
VM-CVS;Others Assembly/Single part;0770075224;CS - Hydr. Steering;0770075224;Schaeffler Technologies AG & Co. KG;8482910000;BALL
VM-ESP;RVR (Return Valve);1267410813;P00268 - Electronic Stability Program (ESP);1267410813;Warehouse Tochigi;8481300000;CONTROL / CENTERING / FLOW-LIMITING / NON-RETURN  VALVE
VM-ESP;TWS Components;1265149R37;P00257 - Two Wheeler Safety (TWS);1265149R37;Jiangsu Asia-Pacific Light Alloy;76042990;EXTRUDED PROFILE ALU
VM-NBS;IPB1.0;02048643L6;P01893 - IPB;02048643L6;BAUD Vougy;8708309990;ROD
VM-ATC;Miscellaneous Other Actuation;0204823469;P00870 - Conventional Actuation;0204823469;Warehouse Hiki-gun;8708309990;RESERVOIR CAP
VM-CVS;SERVOCOM 8095 - MS Truck steerings - Ass;8095037108;CS - Hydr. Steering;8095037108;Seeger-Orbis GmbH;7318240000;RETAINING RING
VM-CVS;Others Assembly/Single part;0770050166;CS - Hydr. Steering;0770050166;EWALD DENKER GMBH;7318240000;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-ESP;ESP9.3/UHD/RBU_EV7%_ECU;0265957353;P00268 - Electronic Stability Program (ESP);0265957353;Warehouse Suzhou;90328910;ECU
VM-NBS;IPB1.0;0204258571;P01893 - IPB;0204258571;ContiTech Vibration Control France;4016931000;SEAL
VM-ATC;Miscellaneous Other Actuation;0204254358;P00870 - Conventional Actuation;0204254358;KBS-Stanztechnik GmbH;8708309990;CLIP & CLAMP
VM-ATC;Miscellaneous Other Actuation;0204258960;P00870 - Conventional Actuation;0204258960;R & L SPRING COMPANY;73202005;SPRING
VM-ESP;PE9 (Pump Element);1267090915;P00268 - Electronic Stability Program (ESP);1267090915;Plant Blaichach;8413910000;PUMP ELEMENT
VM-ESP;PE9 (Pump Element);1267090902;P00268 - Electronic Stability Program (ESP);1267090902;Warehouse Tochigi;8413910000;PUMP ELEMENT
VM-ESP;Multiusage;1260491836;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260491836;iwis mechatronics GmbH & Co. KG;85059000;CLIP & CLAMP
VM-ESP;RVR (Return Valve);1267410813;P00268 - Electronic Stability Program (ESP);1267410813;Warehouse Tochigi;84813000;CONTROL / CENTERING / FLOW-LIMITING / NON-RETURN  VALVE
VM-CVS;SC 8099_1KP_R_BA_SD;8099955420;CS - Hydr. Steering;8099955420;Plant Schwäbisch Gmünd;8708945000;SERVOCOM/TWIN
VM-EPS;Car steer Assembly/Single part;7806476693;ER - EPS apa;7806476693;Plant Florence;90318099;SENSOR
VM-ESP;ESP Components;1267040815;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1267040815;Fujita Rashi Kougyou Co. Ltd.;4016999090;DAMPER
VM-ESP;ABS Components;1260556805;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1260556805;Hubert Stueken GmbH & Co. KG;8481901000;VALVE SLEEVE/BEARING
VM-ESP;ESP Components;1267040815;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1267040815;Fujita Rashi Kougyou Co. Ltd.;4016999090;DAMPER
VM-NBS;IPB1.0;0204847871;P01893 - IPB;0204847871;RPK MEXICO SA DE CV;7320205020;SPRING
VM-ESP;ESP Components;1260098858;P00268 - Electronic Stability Program (ESP);1260098858;Whitlam Group;3919909090;ADHESIVE FILM, LABEL, STICKER
VM-ESP;ABS Components;1264210845;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1264210845;Plant Blaichach;8481901000;MAGNET
VM-ESP;ABS Components;1263121883;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263121883;Plant Blaichach;8481901000;VALVE BODY
VM-NBS; ;0204841864;P00110 - Electrical Actuation;0204841864;M+ACER AUTOMOTIVE SYSTEMS PV. LTD.;8536500090;FLUID LEVEL SWITCH
VM-ATC;Miscellaneous Other Actuation;0204864B2P;P00870 - Conventional Actuation;0204864B2P;VICO PRODUCTS;73181599;SCREWs & NUTs & BOLTs & PINs & STUDs
VM-NBS; ;0204841567;P00110 - Electrical Actuation;0204841567;SFS Group Schweiz AG;8708309990;ROD
VM-VDS;PS-4-MAP;8909007369;P00249 - Other Sensors;8909007369;VISHAY AMERICAS, INC;85332101;RESISTORS DIODES CRYSTALS CAPACITORS
VM-ESP;ESP Components;1260098848;P00268 - Electronic Stability Program (ESP);1260098848;CCL DESIGN (SUZHOU) CO., LTD;39199090;ADHESIVE FILM, LABEL, STICKER
VM-ATC;ACTUATION OTH.P.;0204332641;P00870 - Conventional Actuation;0204332641;Plant Aguascalientes;4016935050;SCREW PLUG GROMMET
VM-VDS;DF Components;F0C12K1060;P00244 - DF;F0C12K1060;WAC LLC;83023091;BEARING, BRACKET, SUPPORT, NEEDLE, GUIDE RING
VM-ESP;ESP Components;1263123839;P00265 - Anti-Lock Brake System (ABS) w/o TWS;1263123839;Plant Blaichach;8481901000;TAPPET
VM-VDS;DF Components;F00C1T8915;P00244 - DF;F00C1T8915;Parker Hannifin GmbH;4016931000;O-RING
